4.99083,7.05444	4.99083,7.05444

4.99083,7.05444	5.0131,7.0688
1	[t*kp]	18973
1	[nw*g]	18444
1	[nw*n]	18436
1	[N*cy]	17509
1	[gb*l]	15898
1	[u*ị̄]	15491
1	[u*ō]	15489
1	[u*ē]	15487
1	[u*ì]	15457
1	[u*è]	15452
1	[u*gb]	15391
1	[u*m]	15385
1	[u*o]	15375
1	[-u]	15360
1	[kp*ị̀]	14983
1	[kp*ụ̀]	14948
1	[kp*ny]	14864
1	[r*ù]	13957
1	[l*t]	13349
1	[l*o]	13327
1	[m*à]	12898
1	[m*nw]	12836
1	[m*o]	12815
1	[m*ụ]	12814
1	[m*i]	12811
1	[m*j]	12810
1	[ch*jy]	12065
1	[ch*r]	11803
1	[E*jy]	11553
1	[E*ò]	11383
1	[ọ*ụ̀]	10852
1	[ọ*à]	10850
1	[ọ*è]	10844
1	[ọ*-]	10803
1	[ọ*a]	10757
1	[k*ọ̀]	9822
1	[k*h]	9748
1	[d*t]	9253
1	[d*f]	9248
1	[d*g]	9228
1	[-d]	9216
1	[kw*g]	8716
1	[ny*m]	8217
1	[ny*y]	8198
1	[o*ò]	7799
1	[o*ụ̄]	7798
1	[o*è]	7772
1	[o*ị]	7721
1	[o*m]	7705
1	[o*b]	7693
1	[o*i]	7691
1	[ụ*ù]	7301
1	[ụ*ụ̄]	7286
1	[ụ*ā]	7245
1	[ụ*z]	7203
1	[ụ*l]	7194
1	[ụ*ọ]	7189
1	[b*ọ̀]	6750
1	[b*k]	6675
1	[g*ọ̀]	6238
1	[g*k]	6163
1	[i*è]	5724
1	[j*cy]	5221
1	[j*m]	5145
1	[j*h]	5140
1	[j*ny]	5136
1	[e*ī]	4745
1	[e*ē]	4735
1	[e*à]	4706
1	[y*ny]	3088
1	[a*ọ̀]	2654
1	[a*è]	2652
1	[a*ā]	2637
1	[a*ụ]	2574
1	[n*ì]	2145
1	[n*bhh]	2126
1	[n*-]	2099
1	[n*sh]	2076
1	[n*d]	2066
1	[n*g]	2060
1	[+è]	92
1	[+m]	25
1	[+h]	20
1	[+o]	15
1	[+b]	13
1	[+e]	9

6.06667,7.01667	6.08624,6.99556
1	[í*i]	77323
1	[n̄*gw]	31276
1	[G*sh]	19996
1	[h*ò]	10359
1	[k*p]	9783
1	[o*è]	7772
1	[ụ*ụ̀]	7268
1	[ụ*à]	7266
1	[i*à]	5730
1	[a*ụ̀]	2660
1	[a*à]	2658
1	[+ē]	127

6.06667,7.01667	6.1038,6.8834

6.06667,7.01667	6.1094,6.88615
1	[à*ụ]	50190
1	[è*u]	47134
1	[J*h]	43028
1	[n̄*gw]	31276
1	[s*h]	21524
1	[G*m]	19993
1	[m*z]	12835
1	[m*n]	12804
1	[k*O]	9776
1	[e*p]	4663
1	[,*3]	1110

6.06667,7.01667	6.1124,6.7738
1	[-ǹ]	50688
1	[ị*e]	21001
1	[n*à]	2146
1	[+phh]	255
1	[+ǹ]	99
1	[+ā]	77
1	[+k]	19

6.06667,7.01667	6.1124,6.7739

6.06667,7.01667	6.11667,7.06667
4	[ó*o]	49167
3	[í*i]	77323
2	[á*a]	53765
2	[ā*n]	39428
1	[Phh*bhh]	167502
1	[4*2]	119421
1	[̄*5]	96469
1	[ú*e]	78345
1	[í*e]	77321
1	[ọ́*ọ]	59413
1	[ọ́*ụ]	59406
1	[ọ́*a]	59397
1	[ń*ọ]	54805
1	[á*ọ]	53781
1	[ọ̀*ị]	48169
1	[é*o]	46607
1	[é*e]	46601
1	[é*a]	46597
1	[ā*6]	39511
1	[ā*m]	39449
1	[n̄*ī]	31369
1	[ṅ*bhh]	30798
1	[gw*bhh]	22606
1	[s*1]	21628
1	[ị*à]	21090
1	[ị*a]	20997
1	[Ọ*nw]	19492
1	[N*gw]	17452
1	[f*bhh]	16462
1	[gb*h]	15892
1	[u*ū]	15492
1	[l*bhh]	13390
1	[m*ny]	12816
1	[ọ*o]	10767
1	[k*h]	9748
1	[o*ụ̄]	7798
1	[ụ*ā]	7245
1	[y*ph]	3181
1	[y*j]	3082
1	[a*ụ̀]	2660
1	[a*ọ̀]	2654
1	[a*è]	2652
1	[+ị̀]	135
1	[+(]	89
1	[+th]	67

6.06667,7.01667	6.1334,7.3667
2	[+k]	19
1	[phh*k]	130579
1	[phh*kw]	130577
1	[phh*ny]	130576
1	[à*o]	50191
1	[v*w]	37400
1	[W*jy]	33057
1	[n̄*ṅ]	31292
1	[K*p]	27191
1	[s*l]	21530
1	[gh*ny]	20496
1	[t*l]	18970
1	[r*l]	13850
1	[l*v]	13385
1	[l*w]	13336
1	[l*h]	13332
1	[m*l]	12826
1	[m*h]	12820
1	[ch*cy]	11877
1	[ch*z]	11811
1	[ọ*o]	10767
1	[ọ*ụ]	10766
1	[ọ*i]	10763
1	[h*e]	10249
1	[k*h]	9748
1	[d*w]	9240
1	[kw*l]	8730
1	[o*u]	7710
1	[o*a]	7685
1	[-o]	7680
1	[ụ*a]	7173
1	[i*ọ]	5653
1	[-i]	5632
1	[j*sh]	5148
1	[e*u]	4638
1	[e*o]	4623
1	[e*a]	4613
1	[?*ẹ]	3759
1	[y*jy]	3361
1	[y*kw]	3089
1	[a*ọ]	2581
1	[a*g]	2572
1	[n*ụ]	2062
1	[+r]	27
1	[+o]	15
1	[+i]	11

6.06667,7.01667	6.1429,6.8914
1	[J*h]	43028
1	[n̄*gw]	31276
1	[k*O]	9776
1	[,*3]	1110
1	[+1]	124
1	[+a]	5

6.06667,7.01667	6.145,7.469
1	[à*Ọ]	50214
1	[à*u]	50206
1	[ọ̀*-]	48179
1	[h*e]	10249

6.06667,7.01667	6.157,7.0311
5	[á*a]	53765
5	[é*e]	46601
5	[e*è]	4700
4	[í*i]	77323
4	[ọ́*ọ]	59413
4	[a*à]	2658
3	[+à]	98
2	[ọ́*a]	59397
2	[á*ụ]	53774
2	[ó*o]	49167
2	[ị*ụ̄]	21110
2	[ị*à]	21090
2	[gh*d]	20498
2	[u*o]	15375
2	[ọ*ā]	10829
2	[o*à]	7778
2	[o*è]	7772
2	[o*m]	7705
2	[a*ọ̀]	2654
2	[+t]	37
2	[+r]	27
1	[̄*M]	96302
1	[ḿ*ә]	83072
1	[ị́*ī]	82057
1	[ị́*è]	82012
1	[ú*u]	78366
1	[ú*e]	78345
1	[í*ụ̀]	77412
1	[í*o]	77327
1	[í*e]	77321
1	[ī*e]	70153
1	[ị̀*u]	69150
1	[ē*ā]	65101
1	[ụ̄*e]	60425
1	[ọ́*ē]	59519
1	[hw*gb]	58911
1	[ń*ị]	54825
1	[ń*ọ]	54805
1	[ụ̀*ụ]	51214
1	[ụ̀*e]	51209
1	[ǹ*ị̀]	50823
1	[à*ị̀]	50311
1	[à*u]	50206
1	[à*ụ]	50190
1	[à*e]	50185
1	[à*a]	50181
1	[-à]	50176
1	[ì*u]	49694
1	[ó*i]	49163
1	[ụ́*ị]	48681
1	[ụ́*ụ]	48654
1	[ọ̀*ụ̀]	48228
1	[è*w]	47128
1	[é*n]	46596
1	[J*gw]	43052
1	[ā*ụ̄]	39542
1	[ā*bhh]	39502
1	[ā*n]	39428
1	[ā*!]	39425
1	[n̄*ny]	31248
1	[Ụ*ụ̀]	28772
1	[K*th]	27203
1	[K*g]	27148
1	[D*r]	25627
1	[Ị*ǝ]	25274
1	[O*ò]	24695
1	[O*è]	24668
1	[M*m̀]	23665
1	[M*ụ]	23566
1	[A*ọ̀]	23134
1	[gw*bhh]	22606
1	[gw*ch]	22551
1	[s*ā]	21581
1	[s*j]	21514
1	[ị*ụ̀]	21092
1	[gh*s]	20522
1	[gh*o]	20495
1	[G*ị]	20009
1	[Ọ*à]	19554
1	[Ọ*ọ̀]	19550
1	[t*p]	18999
1	[t*gh]	18984
1	[-t]	18944
1	[nw*w]	18456
1	[N*kp]	17437
1	[gb*l]	15898
1	[gb*j]	15882
1	[u*ị̄]	15491
1	[u*ē]	15487
1	[u*ì]	15457
1	[u*gb]	15391
1	[u*m]	15385
1	[u*i]	15371
1	[u*e]	15369
1	[kp*ny]	14864
1	[r*ù]	13957
1	[l*t]	13349
1	[l*r]	13339
1	[l*o]	13327
1	[m*à]	12898
1	[m*nw]	12836
1	[m*o]	12815
1	[m*ụ]	12814
1	[ch*r]	11803
1	[E*r]	11291
1	[ọ*ụ̀]	10852
1	[ọ*à]	10850
1	[ọ*è]	10844
1	[ọ*-]	10803
1	[ọ*a]	10757
1	[h*ọ]	10261
1	[k*ū]	9860
1	[k*ọ̀]	9822
1	[k*E]	9750
1	[k*i]	9739
1	[-k]	9728
1	[d*f]	9248
1	[d*w]	9240
1	[d*g]	9228
1	[-d]	9216
1	[ny*k]	8211
1	[o*ụ̄]	7798
1	[o*ị]	7721
1	[o*u]	7710
1	[o*sh]	7708
1	[-o]	7680
1	[ụ*ụ̄]	7286
1	[ụ*ā]	7245
1	[ụ*z]	7203
1	[ụ*l]	7194
1	[ụ*ọ]	7189
1	[b*ọ̀]	6750
1	[b*gw]	6700
1	[b*w]	6680
1	[b*k]	6675
1	[b*ny]	6672
1	[g*ọ̀]	6238
1	[g*k]	6163
1	[i*è]	5724
1	[i*h]	5652
1	[j*m]	5145
1	[e*ī]	4745
1	[e*ē]	4735
1	[e*à]	4706
1	[e*ā]	4685
1	[e*u]	4638
1	[y*ph]	3181
1	[y*nw]	3108
1	[y*gb]	3103
1	[y*j]	3082
1	[a*ī]	2697
1	[a*ì]	2657
1	[a*è]	2652
1	[a*ā]	2637
1	[a*ụ]	2574
1	[n*ụ̄]	2166
1	[n*ì]	2145
1	[n*bhh]	2126
1	[n*-]	2099
1	[n*sh]	2076
1	[n*g]	2060
1	[+ị̀]	135
1	[+gb]	31
1	[+m]	25
1	[+ch]	23
1	[+ụ]	14
1	[+e]	9

6.06667,7.01667	6.1665,6.7833
1	[J*g]	43020
1	[k*O]	9776

6.06667,7.01667	6.16667,7.01667
4	[í*i]	77323
4	[é*e]	46601
3	[ọ́*ọ]	59413
3	[á*a]	53765
2	[ó*o]	49167
2	[ị*à]	21090
2	[gh*d]	20498
2	[+t]	37
1	[ú*u]	78366
1	[í*ụ̀]	77412
1	[í*o]	77327
1	[ī*e]	70153
1	[ị̀*u]	69150
1	[ē*ā]	65101
1	[ụ̄*e]	60425
1	[ọ́*ē]	59519
1	[ọ́*1]	59516
1	[ọ́*a]	59397
1	[ń*ị]	54825
1	[ń*ọ]	54805
1	[á*ụ]	53774
1	[ụ̀*à]	51298
1	[à*u]	50206
1	[à*ụ]	50190
1	[ó*i]	49163
1	[ā*!]	39425
1	[K*g]	27148
1	[O*i]	24587
1	[M*m̀]	23665
1	[M*ụ]	23566
1	[A*N]	23074
1	[s*ā]	21581
1	[s*z]	21539
1	[s*ch]	21527
1	[ị*ọ̄]	21122
1	[nw*O]	18480
1	[gb*b]	15885
1	[u*ē]	15487
1	[u*gb]	15391
1	[u*m]	15385
1	[u*o]	15375
1	[u*i]	15371
1	[kp*ny]	14864
1	[l*r]	13339
1	[l*o]	13327
1	[m*nw]	12836
1	[m*ụ]	12814
1	[ch*r]	11803
1	[ch*l]	11802
1	[ọ*ṅ]	10812
1	[ọ*-]	10803
1	[ọ*a]	10757
1	[h*ọ]	10261
1	[h*e]	10249
1	[h*a]	10245
1	[k*ọ̀]	9822
1	[k*i]	9739
1	[d*f]	9248
1	[d*w]	9240
1	[d*g]	9228
1	[o*ò]	7799
1	[o*ry]	7790
1	[o*à]	7778
1	[o*u]	7710
1	[o*m]	7705
1	[ụ*ā]	7245
1	[b*ụ̀]	6756
1	[b*ọ̀]	6750
1	[b*bh]	6713
1	[b*gw]	6700
1	[g*k]	6163
1	[j*r]	5147
1	[j*m]	5145
1	[e*ī]	4745
1	[e*à]	4706
1	[e*è]	4700
1	[e*y]	4614
1	[e*a]	4613
1	[y*t]	3109
1	[y*nw]	3108
1	[a*ọ̀]	2654
1	[a*è]	2652
1	[a*e]	2569
1	[n*bhh]	2126
1	[n*l]	2074
1	[+ị̀]	135
1	[+à]	98
1	[+gb]	31
1	[+r]	27
1	[+w]	24
1	[+e]	9
1	[+a]	5

6.06667,7.01667	6.16855,7.4515
2	[ụ*ā]	7245
1	[phh*k]	130579
1	[ụ̄*ụ́]	60511
1	[à*Ọ]	50214
1	[W*jy]	33057
1	[s*l]	21530
1	[t*ch]	18967
1	[kp*gb]	14879
1	[l*w]	13336
1	[m*ọ]	12821
1	[w*ē]	12415
1	[ọ*ò]	10871
1	[ọ*à]	10850
1	[ọ*è]	10844
1	[ọ*é]	10843
1	[h*è]	10332
1	[h*e]	10249
1	[k*w]	9752
1	[o*ụ́]	7775
1	[o*ọ̀]	7774
1	[o*u]	7710
1	[o*a]	7685
1	[-o]	7680
1	[ụ*ụ̄]	7286
1	[i*ụ̀]	5732
1	[i*à]	5730
1	[i*e]	5641
1	[j*sh]	5148
1	[j*n]	5124
1	[e*á]	4713
1	[?*ẹ]	3759
1	[a*ụ̄]	2678
1	[a*à]	2658
1	[-a]	2560
1	[n*cy]	2149
1	[+ā]	77
1	[+ọ]	21

6.06667,7.01667	6.1831,6.6336
1	[k*O]	9776
1	[+b]	13

6.06667,7.01667	6.1832,6.9834
3	[á*a]	53765
2	[ọ́*ọ]	59413
2	[é*e]	46601
2	[ụ*ā]	7245
1	[phh*nw]	130596
1	[ú*u]	78366
1	[í*ụ̀]	77412
1	[í*ị]	77353
1	[í*i]	77323
1	[ī*ị̄]	70275
1	[ī*e]	70153
1	[ị̀*u]	69150
1	[ē*ā]	65101
1	[ụ̄*e]	60425
1	[ọ́*ē]	59519
1	[ọ́*a]	59397
1	[ń*ị]	54825
1	[ń*ọ]	54805
1	[á*ụ]	53774
1	[ì*ụ̀]	49764
1	[ó*o]	49167
1	[bhh*H]	39979
1	[bhh*h]	39956
1	[ā*!]	39425
1	[K*g]	27148
1	[M*m̀]	23665
1	[M*ụ]	23566
1	[ị*ọ̄]	21122
1	[ị*à]	21090
1	[ị*A]	21037
1	[u*ē]	15487
1	[u*è]	15452
1	[u*ụ]	15374
1	[kp*ny]	14864
1	[l*r]	13339
1	[m*à]	12898
1	[ch*r]	11803
1	[k*ọ̀]	9822
1	[d*f]	9248
1	[o*à]	7778
1	[b*ọ]	6677
1	[i*ị]	5673
1	[e*ū]	4740
1	[e*à]	4706
1	[e*è]	4700
1	[e*E]	4630
1	[?*k]	3603
1	[a*ọ̀]	2654
1	[a*è]	2652
1	[n*r]	2075
1	[+ù]	133
1	[+ụ̀]	100
1	[+ọ̀]	94
1	[+gw]	44
1	[+ị]	41
1	[+t]	37
1	[+gb]	31
1	[+e]	9

6.06667,7.01667	6.187,7.072
3	[á*a]	53765
3	[ó*o]	49167
2	[í*i]	77323
2	[é*e]	46601
2	[+e]	9
1	[phh*h]	130580
1	[ú*u]	78366
1	[ú*e]	78345
1	[í*e]	77321
1	[ē*ā]	65101
1	[ọ́*ē]	59519
1	[ọ́*a]	59397
1	[á*ọ]	53781
1	[á*ụ]	53774
1	[ụ̀*e]	51209
1	[à*a]	50181
1	[-à]	50176
1	[ā*m]	39449
1	[ā*n]	39428
1	[v*t]	37413
1	[ṅ*bhh]	30798
1	[D*r]	25627
1	[M*m̀]	23665
1	[s*ā]	21581
1	[ị*ụ̀]	21092
1	[gh*ny]	20496
1	[G*t]	20005
1	[t*nw]	18980
1	[N*gw]	17452
1	[u*m]	15385
1	[r*ù]	13957
1	[m*o]	12815
1	[w*ō]	12417
1	[ọ*ụ̀]	10852
1	[ọ*ā]	10829
1	[ọ*o]	10767
1	[ny*k]	8211
1	[o*à]	7778
1	[o*è]	7772
1	[ụ*ụ̀]	7268
1	[ụ*ā]	7245
1	[ụ*z]	7203
1	[ụ*ọ]	7189
1	[g*ọ̀]	6238
1	[g*nw]	6180
1	[i*è]	5724
1	[i*u]	5662
1	[e*à]	4706
1	[e*o]	4623
1	[a*ī]	2697
1	[a*ụ̀]	2660
1	[a*à]	2658
1	[a*e]	2569
1	[n*g]	2060
1	[+à]	98
1	[+ị]	41
1	[+l]	26
1	[+m]	25
1	[+E]	22
1	[+b]	13

6.06667,7.01667	6.19721,6.9697
3	[á*a]	53765
2	[é*e]	46601
2	[bhh*h]	39956
2	[+a]	5
1	[phh*è]	130652
1	[phh*nw]	130596
1	[ú*u]	78366
1	[í*i]	77323
1	[ī*e]	70153
1	[ē*ā]	65101
1	[ụ̄*e]	60425
1	[ọ́*ē]	59519
1	[ọ́*ọ]	59413
1	[ń*ị]	54825
1	[ń*ọ]	54805
1	[á*ụ]	53774
1	[à*a]	50181
1	[ó*o]	49167
1	[M*m̀]	23665
1	[s*P]	21566
1	[ị*ọ̄]	21122
1	[u*ē]	15487
1	[u*è]	15452
1	[u*ụ]	15374
1	[kp*y]	14854
1	[l*w]	13336
1	[ch*e]	11785
1	[k*ọ̀]	9822
1	[k*O]	9776
1	[o*à]	7778
1	[o*ụ]	7694
1	[ụ*ā]	7245
1	[g*w]	6168
1	[i*ị]	5673
1	[e*a]	4613
1	[a*ọ̀]	2654
1	[a*è]	2652
1	[+f]	32

6.06667,7.01667	6.1982,7.0668
3	[ó*o]	49167
2	[á*a]	53765
1	[ú*u]	78366
1	[ú*e]	78345
1	[í*i]	77323
1	[í*e]	77321
1	[ī*è]	70236
1	[ē*ā]	65101
1	[ọ́*ē]	59519
1	[ọ́*a]	59397
1	[ụ̀*a]	51205
1	[é*e]	46601
1	[é*a]	46597
1	[ā*m]	39449
1	[ā*n]	39428
1	[ṅ*bhh]	30798
1	[M*m̀]	23665
1	[s*ā]	21581
1	[gh*g]	20492
1	[N*gw]	17452
1	[u*á]	15465
1	[u*è]	15452
1	[l*gb]	13343
1	[l*k]	13331
1	[ọ*ā]	10829
1	[d*-]	9267
1	[ny*k]	8211
1	[o*à]	7778
1	[ụ*à]	7266
1	[ụ*ā]	7245
1	[ụ*z]	7203
1	[b*à]	6754
1	[b*gw]	6700
1	[g*ọ̀]	6238
1	[g*nw]	6180
1	[i*ụ̀]	5732
1	[e*ē]	4735
1	[e*d]	4626
1	[e*a]	4613
1	[a*ù]	2693
1	[a*ē]	2687
1	[a*ụ̀]	2660
1	[a*ọ̀]	2654
1	[n*g]	2060
1	[,*á]	1129
1	[+à]	98

6.06667,7.01667	6.2065,7.0679
3	[ó*o]	49167
2	[ē*u]	65054
2	[ē*i]	65035
1	[ị̀*N]	69154
1	[ị̀*e]	69129
1	[ị̄*o]	67087
1	[ọ̄*!]	66561
1	[ụ̄*ọ]	60437
1	[à*o]	50191
1	[ọ̀*7]	48385
1	[è*ị]	47145
1	[è*o]	47119
1	[é*a]	46597
1	[ā*kp]	39453
1	[ā*m]	39449
1	[ā*ụ]	39438
1	[ṅ*bhh]	30798
1	[M*m̀]	23665
1	[s*gw]	21548
1	[s*k]	21523
1	[N*gw]	17452
1	[m*y]	12806
1	[d*r]	9243
1	[-ụ]	7168
1	[g*nw]	6180
1	[g*m]	6169
1	[+Ọ]	38
1	[+n]	4

6.06667,7.01667	6.22242,6.93223
1	[ī*e]	70153
1	[ch*e]	11785
1	[k*O]	9776
1	[i*ị]	5673
1	[e*a]	4613
1	[+f]	32

6.06667,7.01667	6.23032,7.06492
3	[á*a]	53765
2	[é*e]	46601
1	[phh*è]	130652
1	[phh*nw]	130596
1	[ú*u]	78366
1	[í*i]	77323
1	[ị̄*o]	67087
1	[ē*ā]	65101
1	[ọ́*ē]	59519
1	[ọ́*ọ]	59413
1	[ń*ọ]	54805
1	[á*ụ]	53774
1	[ó*o]	49167
1	[bhh*a]	39941
1	[ā*kp]	39453
1	[M*m̀]	23665
1	[ị*ọ̄]	21122
1	[gh*bhh]	20558
1	[u*ē]	15487
1	[u*è]	15452
1	[kp*y]	14854
1	[l*w]	13336
1	[-ọ]	10752
1	[k*ọ̀]	9822
1	[o*à]	7778
1	[ụ*ọ̄]	7298
1	[ụ*ā]	7245
1	[a*à]	2658
1	[a*ọ̀]	2654
1	[a*è]	2652
1	[+ū]	132

6.06667,7.01667	6.2328,6.6478
1	[k*O]	9776

6.06667,7.01667	6.2687,7.0405
1	[ọ́*ē]	59519
1	[kp*l]	14874
1	[ụ*ā]	7245
1	[+à]	98
1	[+bhh]	78

6.06667,7.01667	6.26889,7.04225
3	[á*a]	53765
2	[é*e]	46601
1	[phh*è]	130652
1	[phh*nw]	130596
1	[ú*u]	78366
1	[ọ́*ē]	59519
1	[ọ́*ọ]	59413
1	[ń*ọ]	54805
1	[á*ụ]	53774
1	[ā*kp]	39453
1	[M*m̀]	23665
1	[ị*ọ̄]	21122
1	[z*s]	17962
1	[kp*y]	14854
1	[-ọ]	10752
1	[k*ọ̀]	9822
1	[o*à]	7778
1	[ụ*ọ̄]	7298
1	[ụ*ā]	7245
1	[a*ọ̀]	2654
1	[+ū]	132

6.06667,7.01667	6.276,7.005
2	[á*a]	53765
2	[é*e]	46601
1	[m̄*ụ̀]	69732
1	[ọ́*ọ]	59413
1	[ń*ọ]	54805
1	[á*ụ]	53774
1	[ó*o]	49167
1	[ụ*ā]	7245
1	[g*gw]	6188
1	[a*ọ̀]	2654

6.06667,7.01667	6.2871,7.0432
2	[á*a]	53765
1	[ú*u]	78366
1	[ù*o]	68111
1	[m̀*Ọ]	57894
1	[ń*ọ]	54805
1	[ụ̀*ị]	51241
1	[à*O]	50224
1	[à*n]	50180
1	[ọ̀*d]	48146
1	[è*Ị]	47153
1	[è*n]	47108
1	[ā*ọ]	39445
1	[o*ọ]	7701
1	[a*ụ]	2574
1	[n*e]	2057

6.06667,7.01667	6.311,6.908
1	[í*i]	77323
1	[á*ụ]	53774
1	[á*a]	53765
1	[à*ụ]	50190
1	[à*e]	50185
1	[è*1]	47228
1	[è*ọ]	47125
1	[è*i]	47115
1	[è*a]	47109
1	[é*e]	46601
1	[gh*j]	20490
1	[nw*h]	18452
1	[w*k]	12307
1	[ch*z]	11811
1	[k*h]	9748
1	[i*ị]	5673
1	[e*a]	4613

6.06667,7.01667	6.3739,6.8134
1	[J*g]	43020

6.06667,7.01667	6.3823,6.8088
1	[J*g]	43020

6.06667,7.01667	6.3857,6.8229
1	[k*É]	9878
1	[a*ә]	2688

6.08333,7	4.99083,7.05444

6.08333,7	5.0131,7.0688
1	[+ch]	23

6.08333,7	5.0135,7.069

6.08333,7	5.1335,7.0165
1	[o*à]	7778

6.08333,7	5.3999,7.0167
1	[o*à]	7778

6.08333,7	5.4244,7.1967
1	[o*à]	7778

6.08333,7	5.4543,7.0247

6.08333,7	5.4829,7.0337
1	[o*à]	7778
1	[y*m̄]	3208

6.08333,7	5.522,6.923
1	[o*à]	7778
1	[y*m̄]	3208

6.08333,7	5.5832,7.05
1	[kp*gb]	14879
1	[o*à]	7778
1	[e*a]	4613
1	[y*m̄]	3208

6.08333,7	5.5834,7.05
1	[u*a]	15365
1	[kp*gb]	14879
1	[o*à]	7778
1	[e*a]	4613
1	[y*m̄]	3208

6.08333,7	5.6027,7.322
1	[u*ù]	15493
1	[o*à]	7778
1	[y*m̄]	3208

6.08333,7	5.664,7.012
1	[u*ù]	15493
1	[kp*gb]	14879
1	[o*à]	7778
1	[e*a]	4613
1	[y*m̄]	3208

6.08333,7	5.70003,7.73332
1	[o*i]	7691
1	[y*s]	3114

6.08333,7	5.71795,7.08217
1	[u*ù]	15493
1	[o*à]	7778
1	[y*m̄]	3208

6.08333,7	5.72517,7.13325
1	[o*à]	7778
1	[y*m̄]	3208

6.08333,7	5.783,6.8667
1	[kp*gb]	14879
1	[o*à]	7778
1	[e*a]	4613
1	[y*m̄]	3208

6.08333,7	5.80897,7.06093
1	[o*à]	7778
1	[y*m̄]	3208
1	[+o]	15

6.08333,7	5.85389,6.86
1	[m*f]	12832
1	[-m]	12800
1	[o*à]	7778
1	[i*ị̄]	5763
1	[j*w]	5144
1	[e*á]	4713
1	[y*m̄]	3208

6.08333,7	5.85916,7.00299
1	[s*n]	21508
1	[kp*gb]	14879
1	[-m]	12800
1	[kw*j]	8714
1	[o*à]	7778
1	[i*ị̄]	5763
1	[j*w]	5144
1	[e*h]	4628
1	[e*a]	4613
1	[y*m̄]	3208
1	[a*ị̀]	2695

6.08333,7	5.9332,7.0834
1	[s*n]	21508
1	[ị*ì]	21089
1	[u*h]	15380
1	[kp*f]	14880
1	[o*à]	7778
1	[ụ*ā]	7245
1	[g*nw]	6180
1	[e*h]	4628
1	[e*a]	4613
1	[y*m̄]	3208
1	[+m]	25
1	[+o]	15

6.08333,7	5.95007,7.11665
1	[phh*k]	130579
1	[I*ò]	27767
1	[M*kp]	23581
1	[s*ch]	21527
1	[ị*ì]	21089
1	[N*gw]	17452
1	[gb*h]	15892
1	[u*m]	15385
1	[m*ch]	12823
1	[ch*k]	11795
1	[kw*t]	8741
1	[ny*gh]	8232
1	[o*à]	7778
1	[ụ*è]	7260
1	[i*gh]	5672
1	[-j]	5120
1	[e*ū]	4740
1	[e*ụ̄]	4726
1	[e*i]	4619
1	[+ī]	137

6.08333,7	5.97889,7.09399
2	[j*gh]	5160
2	[+à]	98
2	[+o]	15
1	[Phh*à]	167522
1	[phh*r]	130587
1	[phh*k]	130579
1	[phh*kw]	130577
1	[Ny*r]	40987
1	[v*u]	37406
1	[I*ò]	27767
1	[K*l]	27162
1	[M*kp]	23581
1	[gw*w]	22552
1	[s*sh]	21532
1	[s*ch]	21527
1	[ị*à]	21090
1	[Ọ*hw]	19571
1	[nw*t]	18469
1	[N*gw]	17452
1	[N*g]	17420
1	[N*y]	17414
1	[f*s]	16426
1	[gb*h]	15892
1	[u*m]	15385
1	[kp*u]	14878
1	[m*ọ̀]	12894
1	[m*k]	12819
1	[w*nw]	12324
1	[ch*t]	11813
1	[ọ*ī]	10889
1	[ọ*à]	10850
1	[ọ*ā]	10829
1	[ọ*o]	10767
1	[ọ*ụ]	10766
1	[h*g]	10252
1	[k*m]	9753
1	[k*h]	9748
1	[k*j]	9738
1	[d*gh]	9256
1	[d*w]	9240
1	[kw*t]	8741
1	[kw*gb]	8735
1	[ny*gh]	8232
1	[ny*h]	8212
1	[ny*a]	8197
1	[o*à]	7778
1	[o*s]	7722
1	[o*u]	7710
1	[ụ*è]	7260
1	[ụ*ā]	7245
1	[-ụ]	7168
1	[g*nw]	6180
1	[i*ì]	5729
1	[i*gh]	5672
1	[i*m]	5657
1	[j*ṅ]	5180
1	[j*l]	5146
1	[-j]	5120
1	[e*ū]	4740
1	[e*ụ̄]	4726
1	[e*à]	4706
1	[e*ì]	4705
1	[e*è]	4700
1	[e*m]	4633
1	[e*i]	4619
1	[e*a]	4613
1	[y*m̄]	3208
1	[y*ō]	3201
1	[y*f]	3104
1	[y*d]	3090
1	[a*à]	2658
1	[a*è]	2652
1	[a*ā]	2637
1	[a*i]	2571
1	[n*gb]	2079
1	[n*y]	2054
1	[-n]	2048
1	[.*n]	1540
1	[+ī]	137

6.08333,7	5.9963,6.925
1	[ị*ū]	21124
1	[kp*gb]	14879
1	[kw*n]	8708
1	[ụ*à]	7266
1	[e*a]	4613
1	[y*m̄]	3208

6.08333,7	6.0038,6.9155
1	[kp*w]	14872
1	[y*m̄]	3208
1	[+sh]	28

6.08333,7	6.01667,7.08333
2	[ọ*ọ̀]	10846
2	[o*u]	7710
2	[e*à]	4706
2	[e*o]	4623
2	[+à]	98
2	[+t]	37
1	[Phh*bhh]	167502
1	[phh*k]	130579
1	[phh*kw]	130577
1	[phh*ny]	130576
1	[hw*t]	58917
1	[ph*gh]	55848
1	[Ny*r]	40987
1	[Ny*l]	40986
1	[Nw*d]	30226
1	[I*ò]	27767
1	[K*l]	27162
1	[M*kp]	23581
1	[s*jy]	21793
1	[s*p]	21559
1	[s*sh]	21532
1	[ị*à]	21090
1	[ị*ā]	21069
