4.99083,7.05444	4.99083,7.05444

4.99083,7.05444	5.0131,7.0688
1	[o*ǹ]	7779
1	[o*ọ]	7701
1	[ụ*u]	7198
1	[b*nw]	6692
1	[i*ē]	5759
1	[i*è]	5724
1	[j*gw]	5164
1	[j*l]	5146
1	[j*g]	5132
1	[e*ē]	4735
1	[e*u]	4638
1	[e*k]	4627
1	[y*ny]	3088
1	[y*b]	3085
1	[a*ọ]	2581
1	[n*t]	2085
1	[+ē]	127
1	[+è]	92
1	[+ị]	41
1	[+t]	37
1	[+d]	18

6.05314,6.86476	6.16667,7.01667

6.05314,6.86476	6.16855,7.4515
1	[ị̀*A]	69165
1	[à*Ọ]	50214
1	[ā*a]	39429
1	[-a]	2560

6.05314,6.86476	6.1831,6.6336
3	[e*é]	4699
2	[ā*ụ]	39438
2	[ị*ọ́]	21108
2	[ụ*í]	7319
2	[a*á]	2665
1	[phh*w]	130584
1	[ts*s]	90666
1	[-ī]	70144
1	[ә*.]	65539
1	[ụ̄*ọ]	60437
1	[ì*i]	49675
1	[ọ̀*ọ]	48149
1	[è*ú]	47257
1	[è*ā]	47181
1	[-*w]	26136
1	[t*h]	18964
1	[r*kp]	13853
1	[ọ*ụ́]	10847
1	[k*g]	9740
1	[i*̄]	5820
1	[i*í]	5783
1	[i*è]	5724
1	[i*é]	5723
1	[e*ù]	4741
1	[a*ụ́]	2655
1	[a*ọ]	2581
1	[+l]	26
1	[+b]	13

6.05314,6.86476	6.1832,6.9834

6.05314,6.86476	6.187,7.072

6.05314,6.86476	6.19721,6.9697
2	[à*ọ]	50197
1	[phh*w]	130584
1	[ò*a]	60933
1	[ụ̄*a]	60421
1	[m̀*ị]	57897
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[à*ụ]	50190
1	[ọ̀*I]	48182
1	[ọ̀*i]	48139
1	[è*ị]	47145
1	[è*u]	47134
1	[è*i]	47115
1	[è*e]	47113
1	[bhh*f]	39968
1	[p*j]	28170
1	[z*nw]	17956
1	[gb*m]	15897
1	[u*ị]	15401
1	[u*ọ]	15381
1	[kp*k]	14867
1	[m*o]	12815
1	[m*a]	12805
1	[w*gb]	12319
1	[d*ch]	9239
1	[d*ọ]	9237
1	[ụ*ị]	7209
1	[j*gw]	5164
1	[y*l]	3098
1	[+t]	37
1	[+kw]	17

6.05314,6.86476	6.1982,7.0668
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[à*ụ]	50190
1	[è*i]	47115
1	[r*e]	13833
1	[d*ọ]	9237
1	[ụ*ị]	7209
1	[i*h]	5652
1	[y*l]	3098
1	[+ọ̄]	130

6.05314,6.86476	6.2065,7.0679
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[à*ụ]	50190
1	[è*ị]	47145
1	[è*i]	47115
1	[d*ọ]	9237
1	[ụ*ị]	7209
1	[y*l]	3098
1	[,*5]	1237
1	[+ọ]	21

6.05314,6.86476	6.22242,6.93223
2	[à*ọ]	50197
1	[phh*w]	130584
1	[ụ̄*a]	60421
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[à*ụ]	50190
1	[ì*v]	49737
1	[ọ̀*i]	48139
1	[è*u]	47134
1	[bhh*f]	39968
1	[z*nw]	17956
1	[m*a]	12805
1	[w*gb]	12319
1	[d*ch]	9239
1	[d*ọ]	9237
1	[+t]	37
1	[+kw]	17

6.05314,6.86476	6.23032,7.06492
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[ọ̀*ụ̀]	48228
1	[ọ̀*i]	48139
1	[è*ị]	47145
1	[è*u]	47134
1	[è*i]	47115
1	[p*j]	28170
1	[u*ị̄]	15491
1	[u*ọ]	15381
1	[r*e]	13833
1	[d*ọ]	9237
1	[j*gw]	5164
1	[y*l]	3098
1	[+à]	98
1	[+zh]	72

6.05314,6.86476	6.2328,6.6478
2	[b*f]	6688
1	[ṛ*ny]	149008
1	[phh*w]	130584
1	[ts*s]	90666
1	[m̄*ụ̀]	69732
1	[ә*.]	65539
1	[à*ọ]	50197
1	[è*ā]	47181
1	[è*u]	47134
1	[n̄*a]	31237
1	[-*w]	26136
1	[t*h]	18964
1	[f*gb]	16415
1	[f*g]	16396
1	[u*è]	15452
1	[m*a]	12805
1	[ch*sh]	11804
1	[k*gb]	9759
1	[k*m]	9753
1	[k*g]	9740
1	[b*gb]	6687
1	[e*O]	4656
1	[e*N]	4642
1	[y*ny]	3088
1	[n*t]	2085
1	[n*y]	2054
1	[+d]	18

6.05314,6.86476	6.2687,7.0405
2	[+i]	11
1	[è*l]	47130
1	[b*g]	6668
1	[y*n]	3076
1	[+bhh]	78
1	[+s]	42
1	[+gh]	40
1	[+y]	6

6.05314,6.86476	6.26889,7.04225
1	[ǹ*o]	50703
1	[ọ̀*i]	48139
1	[è*u]	47134
1	[è*i]	47115
1	[p*j]	28170
1	[u*ị̄]	15491
1	[y*l]	3098

6.05314,6.86476	6.276,7.005
1	[m̄*ụ̀]	69732
1	[ò*a]	60933
1	[m̀*ị]	57897
1	[ọ̀*i]	48139
1	[gb*m]	15897

6.05314,6.86476	6.2871,7.0432
1	[m̀*Ọ]	57894
1	[ǹ*o]	50703
1	[à*O]	50224
1	[è*Ị]	47153
1	[è*u]	47134
1	[è*i]	47115
1	[nw*j]	18442
1	[-e]	4608
1	[y*l]	3098
1	[n*b]	2061

6.05314,6.86476	6.311,6.908
1	[phh*w]	130584
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[à*ọ]	50197
1	[ọ̀*i]	48139
1	[è*1]	47228
1	[è*u]	47134
1	[bhh*d]	39954
1	[-gh]	20480
1	[nw*k]	18451
1	[z*nw]	17956
1	[d*ọ]	9237
1	[+t]	37
1	[+k]	19

6.05314,6.86476	6.3739,6.8134
1	[ṛ*ny]	149008
1	[phh*w]	130584
1	[phh*a]	130565
1	[ts*gw]	90668
1	[ts*s]	90666
1	[ī*ù]	70277
1	[m̄*ụ̀]	69732
1	[ị̀*ọ̀]	69214
1	[ә*.]	65539
1	[ò*a]	60933
1	[ụ̄*ị̀]	60551
1	[m̀*ị]	57897
1	[ụ̀*t]	51237
1	[ǹ*a]	50693
1	[à*ụ̀]	50276
1	[à*ọ]	50197
1	[è*ā]	47181
1	[è*u]	47134
1	[n̄*ụ̄]	31350
1	[p*kp]	28189
1	[gw*n]	22532
1	[gh*kp]	20509
1	[gh*k]	20499
1	[t*bhh]	19022
1	[t*m]	18969
1	[-t]	18944
1	[z*kp]	17949
1	[gb*m]	15897
1	[u*è]	15452
1	[u*ụ]	15374
1	[kp*k]	14867
1	[sh*y]	14342
1	[r*bhh]	13902
1	[r*kp]	13853
1	[r*k]	13843
1	[m*o]	12815
1	[ọ*ọ̄]	10882
1	[ọ*b]	10765
1	[h*kp]	10269
1	[k*t]	9765
1	[k*gb]	9759
1	[k*r]	9755
1	[k*g]	9740
1	[k*y]	9734
1	[d*r]	9243
1	[d*ọ]	9237
1	[d*y]	9222
1	[kw*ṅ]	8764
1	[o*ē]	7807
1	[o*ǹ]	7779
1	[o*è]	7772
1	[ụ*à]	7266
1	[ụ*n]	7172
1	[b*nw]	6692
1	[b*gb]	6687
1	[b*k]	6675
1	[i*è]	5724
1	[j*gw]	5164
1	[j*l]	5146
1	[j*m]	5145
1	[e*ù]	4741
1	[e*u]	4638
1	[y*b]	3085
1	[a*ọ]	2581
1	[+d]	18
1	[+g]	12

6.05314,6.86476	6.3823,6.8088
1	[phh*gb]	130591
1	[ts*s]	90666
1	[m̄*ụ̀]	69732
1	[ị̀*ọ̀]	69214
1	[ụ̄*ī]	60553
1	[ụ̀*t]	51237
1	[ǹ*a]	50693
1	[gb*kp]	15901
1	[ọ*ọ̄]	10882
1	[ọ*ā]	10829
1	[ọ*b]	10765
1	[d*ọ]	9237
1	[d*y]	9222
1	[o*ǹ]	7779
1	[o*i]	7691
1	[ụ*ị̄]	7299
1	[ụ*à]	7266
1	[i*è]	5724
1	[e*ù]	4741
1	[+m]	25
1	[+k]	19
1	[+d]	18

6.05314,6.86476	6.3857,6.8229
4	[e*é]	4699
3	[o*ó]	7776
3	[a*á]	2665
2	[u*ú]	15513
2	[ụ*á]	7273
1	[m̄*é]	69723
1	[à*ụ̀]	50276
1	[à*ì]	50273
1	[è*í]	47255
1	[è*ā]	47181
1	[n̄*ụ̄]	31350
1	[-*Ì]	26286
1	[-gh]	20480
1	[u*ụ́]	15455
1	[ọ*ọ̄]	10882
1	[ọ*ọ̀]	10846
1	[ọ*ā]	10829
1	[k*r]	9755
1	[ụ*ú]	7321
1	[ụ*ụ́]	7263
1	[b*gb]	6687
1	[i*í]	5783
1	[i*ū]	5764
1	[j*gw]	5164
1	[e*ụ́]	4703
1	[a*ә]	2688
1	[n*á]	2153
1	[+ē]	127

6.06667,7.01667	4.99083,7.05444

6.06667,7.01667	5.0131,7.0688
1	[+ch]	23

6.06667,7.01667	5.0135,7.069
1	[à*I]	50230

6.06667,7.01667	5.1335,7.0165

6.06667,7.01667	5.3999,7.0167

6.06667,7.01667	5.4244,7.1967
1	[m̀*ọ́]	57972
1	[ā*e]	39433
1	[ā*n]	39428

6.06667,7.01667	5.4543,7.0247
1	[ā*e]	39433
1	[ā*n]	39428

6.06667,7.01667	5.4829,7.0337
1	[ā*e]	39433
1	[ā*n]	39428

6.06667,7.01667	5.522,6.923
1	[ā*e]	39433
1	[ā*n]	39428

6.06667,7.01667	5.5832,7.05
1	[ā*e]	39433
1	[ā*n]	39428

6.06667,7.01667	5.5834,7.05
1	[ā*e]	39433
1	[ā*n]	39428
1	[u*a]	15365

6.06667,7.01667	5.6027,7.322
1	[ā*e]	39433
1	[ā*n]	39428
1	[u*ù]	15493

6.06667,7.01667	5.664,7.012
1	[ā*e]	39433
1	[ā*n]	39428
1	[u*ù]	15493

6.06667,7.01667	5.70003,7.73332
1	[à*u]	50206
1	[à*i]	50187
1	[ọ̀*i]	48139
1	[è*Ọ]	47142
1	[ā*e]	39433
1	[ā*n]	39428
1	[y*s]	3114

6.06667,7.01667	5.71795,7.08217
1	[ā*e]	39433
1	[ā*n]	39428
1	[u*ù]	15493

6.06667,7.01667	5.72517,7.13325
1	[ā*e]	39433
1	[ā*n]	39428

6.06667,7.01667	5.783,6.8667
1	[ā*e]	39433
1	[ā*n]	39428
1	[ch*t]	11813

6.06667,7.01667	5.80897,7.06093
1	[ị́*ị]	81961
1	[ọ́*ọ]	59413
1	[á*a]	53765
1	[ó*o]	49167
1	[ā*m]	39449
1	[ā*n]	39428
1	[-kp]	14848
1	[+o]	15

6.06667,7.01667	5.85389,6.86
1	[ā*e]	39433
1	[ā*n]	39428
1	[m*f]	12832
1	[-m]	12800
1	[ch*t]	11813
1	[i*ị̄]	5763
1	[j*w]	5144
1	[e*á]	4713

6.06667,7.01667	5.85916,7.00299
1	[ā*e]	39433
1	[ā*n]	39428
1	[s*n]	21508
1	[-m]	12800
1	[ch*t]	11813
1	[kw*j]	8714
1	[i*ị̄]	5763
1	[j*w]	5144
1	[e*h]	4628
1	[a*ị̀]	2695

6.06667,7.01667	5.9332,7.0834
1	[ị́*ị]	81961
1	[í*i]	77323
1	[ọ́*ọ]	59413
1	[ó*o]	49167
1	[ụ́*ụ]	48654
1	[ā*m]	39449
1	[ā*a]	39429
1	[ā*n]	39428
1	[s*n]	21508
1	[ị*ì]	21089
1	[u*h]	15380
1	[-kp]	14848
1	[ch*t]	11813
1	[ụ*ā]	7245
1	[e*h]	4628
1	[+m]	25
1	[+o]	15

6.06667,7.01667	5.95007,7.11665
2	[ó*o]	49167
2	[é*e]	46601
1	[phh*k]	130579
1	[í*i]	77323
1	[í*e]	77321
1	[ō*o]	66063
1	[ọ́*ọ]	59413
1	[á*a]	53765
1	[-à]	50176
1	[ā*m]	39449
1	[ā*a]	39429
1	[ṅ*bhh]	30798
1	[M*kp]	23581
1	[s*ch]	21527
1	[ị*ì]	21089
1	[ị*e]	21001
1	[N*gw]	17452
1	[u*m]	15385
1	[u*h]	15380
1	[m*ch]	12823
1	[-m]	12800
1	[ch*k]	11795
1	[kw*bhh]	8782
1	[kw*t]	8741
1	[-j]	5120
1	[e*ū]	4740
1	[a*ụ̀]	2660
1	[+i]	11

6.06667,7.01667	5.97889,7.09399
4	[í*i]	77323
4	[á*a]	53765
4	[ó*o]	49167
3	[ọ́*ọ]	59413
3	[á*ọ]	53781
2	[é*o]	46607
2	[é*e]	46601
2	[ị*à]	21090
2	[k*h]	9748
2	[i*ì]	5729
2	[+o]	15
1	[Phh*à]	167522
1	[phh*r]	130587
1	[phh*k]	130579
1	[phh*kw]	130577
1	[phh*ny]	130576
1	[phh*g]	130572
1	[ị́*ị]	81961
1	[ị́*ụ]	81934
1	[ú*e]	78345
1	[í*e]	77321
1	[ị̀*m̀]	69233
1	[ù*ǹ]	68195
1	[ù*u]	68126
1	[ō*o]	66063
1	[ò*i]	60939
1	[ọ́*ị]	59433
1	[ọ́*a]	59397
1	[á*m]	53785
1	[á*ụ]	53774
1	[ǹ*ù]	50821
1	[ǹ*n]	50692
1	[-à]	50176
1	[ì*i]	49675
1	[ụ́*ū]	48772
1	[ụ́*ụ]	48654
1	[é*ị̄]	46723
1	[é*a]	46597
1	[J*h]	43028
1	[Ny*r]	40987
1	[ā*m]	39449
1	[ā*a]	39429
1	[ā*n]	39428
1	[v*u]	37406
1	[ṅ*bhh]	30798
1	[K*l]	27162
1	[M*m̀]	23665
1	[M*kp]	23581
1	[gw*w]	22552
1	[s*sh]	21532
1	[s*ch]	21527
1	[ị*ọ̀]	21086
1	[ị*e]	21001
1	[Ọ*hw]	19571
1	[nw*r]	18459
1	[nw*k]	18451
1	[z*ch]	17943
1	[N*gw]	17452
1	[N*g]	17420
1	[N*y]	17414
1	[f*bhh]	16462
1	[f*s]	16426
1	[f*gh]	16424
1	[f*r]	16411
1	[f*kw]	16401
1	[u*ù]	15493
1	[u*m]	15385
1	[u*h]	15380
1	[kp*u]	14878
1	[l*t]	13349
1	[m*ọ̀]	12894
1	[-m]	12800
1	[w*nw]	12324
1	[ch*t]	11813
1	[ọ*ụ̄]	10870
1	[ọ*à]	10850
1	[ọ*o]	10767
1	[ọ*ụ]	10766
1	[h*g]	10252
1	[k*m]	9753
1	[k*j]	9738
1	[k*y]	9734
1	[d*v]	9289
1	[d*w]	9240
1	[kw*bhh]	8782
1	[kw*t]	8741
1	[kw*gb]	8735
1	[kw*b]	8717
1	[ny*d]	8210
1	[ny*a]	8197
1	[o*s]	7722
1	[ụ*ọ̀]	7262
1	[ụ*ā]	7245
1	[ụ*a]	7173
1	[i*m]	5657
1	[j*ṅ]	5180
1	[j*gh]	5160
1	[j*l]	5146
1	[-j]	5120
1	[e*ū]	4740
1	[e*à]	4706
1	[e*ì]	4705
1	[e*è]	4700
1	[e*ā]	4685
1	[e*m]	4633
1	[y*f]	3104
1	[y*d]	3090
1	[-y]	3072
1	[a*ụ̀]	2660
1	[a*è]	2652
1	[a*ā]	2637
1	[n*à]	2146
1	[n*ny]	2064
1	[-n]	2048
1	[.*n]	1540
1	[+à]	98
1	[+m]	25
1	[+i]	11
1	[+n]	4

6.06667,7.01667	5.9963,6.925
1	[ị̀*ù]	69253
1	[ā*e]	39433
1	[ā*n]	39428
1	[ị*ū]	21124
1	[kw*n]	8708

6.06667,7.01667	6.0038,6.9155
1	[kp*w]	14872
1	[n*gb]	2079
1	[+sh]	28

6.06667,7.01667	6.01667,7.08333
5	[í*i]	77323
4	[á*a]	53765
4	[ó*o]	49167
3	[ọ́*ọ]	59413
3	[á*ọ]	53781
3	[à*a]	50181
3	[ị*à]	21090
2	[phh*ny]	130576
2	[é*o]	46607
2	[é*e]	46601
2	[ọ*ọ̀]	10846
2	[k*h]	9748
2	[i*ì]	5729
2	[e*à]	4706
2	[e*è]	4700
2	[e*o]	4623
1	[Phh*bhh]	167502
1	[phh*k]	130579
1	[phh*kw]	130577
1	[phh*g]	130572
1	[phh*n]	130564
1	[ị́*ị]	81961
1	[ị́*ụ]	81934
1	[ú*e]	78345
1	[í*e]	77321
1	[ị̀*m̀]	69233
1	[ị̀*ị]	69161
1	[ù*ǹ]	68195
1	[ō*o]	66063
1	[ò*i]	60939
1	[ọ́*gw]	59436
1	[ọ́*ị]	59433
1	[ọ́*a]	59397
1	[m̀*ọ]	57877
1	[á*m]	53785
1	[á*ụ]	53774
1	[ụ̀*ọ]	51221
1	[ǹ*n]	50692
1	[ì*i]	49675
1	[ụ́*ū]	48772
1	[ụ́*ọ]	48661
1	[ụ́*ụ]	48654
1	[ọ̀*ị]	48169
1	[é*ị̄]	46723
1	[é*ị]	46633
1	[é*']	46600
1	[é*a]	46597
1	[J*h]	43028
1	[Ny*r]	40987
1	[Ny*l]	40986
1	[ā*m]	39449
1	[ā*a]	39429
1	[ā*n]	39428
1	[-v]	37376
1	[ṅ*bhh]	30798
1	[Nw*d]	30226
1	[K*bhh]	27214
1	[K*t]	27173
1	[K*l]	27162
1	[M*m̀]	23665
1	[M*kp]	23581
1	[gw*s]	22570
1	[s*jy]	21793
1	[s*p]	21559
1	[s*gw]	21548
1	[s*sh]	21532
1	[ị*ọ̀]	21086
1	[ị*ā]	21069
1	[ị*-]	21043
1	[gh*ny]	20496
1	[Ọ*hw]	19571
1	[-t]	18944
1	[nw*k]	18451
1	[nw*d]	18450
1	[z*ch]	17943
1	[N*gw]	17452
1	[N*g]	17420
1	[N*y]	17414
1	[f*bhh]	16462
1	[f*gh]	16424
1	[f*r]	16411
1	[gb*r]	15899
1	[kp*k]	14867
1	[l*bhh]	13390
1	[l*t]	13349
1	[l*sh]	13340
1	[m*s]	12842
1	[m*sh]	12828
1	[m*r]	12827
1	[m*l]	12826
1	[m*g]	12812
1	[m*i]	12811
1	[w*nw]	12324
1	[ch*t]	11813
1	[ọ*ụ̄]	10870
1	[ọ*à]	10850
1	[ọ*o]	10767
1	[ọ*ụ]	10766
1	[h*phh]	10495
1	[d*∂]	9508
1	[d*n]	9220
1	[kw*bhh]	8782
1	[kw*t]	8741
1	[kw*gb]	8735
1	[kw*r]	8731
1	[ny*d]	8210
1	[o*è]	7772
1	[o*u]	7710
1	[ụ*ā]	7245
1	[ụ*a]	7173
1	[g*t]	6181
1	[i*ị]	5673
1	[i*m]	5657
1	[j*ṅ]	5180
1	[j*sh]	5148
1	[j*l]	5146
1	[e*ū]	4740
1	[e*ā]	4685
1	[e*l]	4634
1	[e*d]	4626
1	[y*jy]	3361
1	[-y]	3072
1	[a*ī]	2697
1	[a*ụ̀]	2660
1	[a*è]	2652
1	[n*à]	2146
1	[n*r]	2075
1	[n*ụ]	2062
1	[+ō]	129
1	[+à]	98
1	[+ì]	97
1	[+-]	51
1	[+nw]	36
1	[+m]	25
1	[+i]	11
1	[+n]	4

6.06667,7.01667	6.01671,6.91664

6.06667,7.01667	6.0168,7.0834
5	[í*i]	77323
4	[á*a]	53765
4	[ó*o]	49167
3	[ọ́*ọ]	59413
3	[à*a]	50181
3	[ị*à]	21090
2	[phh*h]	130580
2	[á*ọ]	53781
2	[é*o]	46607
2	[é*e]	46601
2	[m*r]	12827
2	[ọ*ọ̀]	10846
2	[k*h]	9748
2	[ụ*a]	7173
2	[i*ì]	5729
2	[-i]	5632
1	[Phh*bhh]	167502
1	[phh*kp]	130589
1	[phh*k]	130579
1	[phh*kw]	130577
1	[phh*ny]	130576
1	[phh*g]	130572
1	[4*2]	119421
1	[ị́*ị]	81961
1	[ị́*ụ]	81934
1	[ú*e]	78345
1	[í*ụ̄]	77430
1	[í*e]	77321
1	[ī*-]	70195
1	[ị̀*ị]	69161
1	[ù*à]	68194
1	[ù*è]	68188
1	[ō*o]	66063
1	[ò*i]	60939
1	[ọ́*gw]	59436
1	[ọ́*ị]	59433
1	[ọ́*a]	59397
1	[m̀*ọ]	57877
1	[á*ụ̀]	53860
1	[á*A]	53805
1	[á*m]	53785
1	[á*ụ]	53774
1	[ǹ*n]	50692
1	[ì*ọ̀]	49758
1	[ì*i]	49675
1	[ụ́*ū]	48772
1	[ụ́*ọ]	48661
1	[ụ́*ụ]	48654
1	[ọ̀*ị]	48169
1	[é*a]	46597
1	[é*!]	46593
1	[-é]	46592
1	[J*h]	43028
1	[Ny*H]	41003
1	[Ny*l]	40986
1	[ā*m]	39449
1	[ā*a]	39429
1	[ā*n]	39428
1	[v*p]	37431
1	[v*w]	37400
1	[-v]	37376
1	[W*ny]	32784
1	[ṅ*bhh]	30798
1	[Nw*d]	30226
1	[Ụ*ụ̀]	28772
1	[Ụ*ọ̀]	28766
1	[K*bhh]	27214
1	[K*t]	27173
1	[Ị*y]	25094
1	[M*m̀]	23665
1	[M*kp]	23581
1	[gw*s]	22570
1	[s*I]	21558
1	[s*sh]	21532
1	[s*r]	21531
1	[gh*ny]	20496
1	[gh*e]	20489
1	[Ọ*ọ̀]	19550
1	[t*h]	18964
1	[t*k]	18963
1	[nw*Ò]	18605
1	[nw*(]	18521
1	[nw*r]	18459
1	[N*lw]	17547
1	[N*gw]	17452
1	[N*g]	17420
1	[N*y]	17414
1	[f*bhh]	16462
1	[f*p]	16439
1	[f*r]	16411
1	[gb*r]	15899
1	[gb*h]	15892
1	[gb*b]	15885
1	[u*i]	15371
1	[-u]	15360
1	[kp*k]	14867
1	[l*bhh]	13390
1	[l*ị]	13353
1	[l*t]	13349
1	[l*sh]	13340
1	[l*r]	13339
1	[l*w]	13336
1	[-l]	13312
1	[m*p]	12855
1	[m*sh]	12828
1	[m*l]	12826
1	[m*h]	12820
1	[m*o]	12815
1	[m*i]	12811
1	[w*kh]	12335
1	[w*nw]	12324
1	[ch*z]	11811
1	[E*è]	11356
1	[E*U]	11330
1	[ọ*à]	10850
1	[ọ*u]	10782
1	[ọ*o]	10767
1	[ọ*ụ]	10766
1	[h*e]	10249
1	[k*lw]	9867
1	[k*r]	9755
1	[d*)]	9304
1	[d*w]	9240
1	[kw*bhh]	8782
1	[kw*t]	8741
1	[kw*gb]	8735
1	[kw*l]	8730
1	[kw*m]	8729
1	[kw*ch]	8727
1	[kw*k]	8723
1	[ny*d]	8210
1	[o*ù]	7813
1	[o*è]	7772
1	[o*t]	7717
1	[o*u]	7710
1	[ụ*ā]	7245
1	[b*l]	6682
1	[b*kw]	6673
1	[-b]	6656
1	[g*t]	6181
1	[i*th]	5699
1	[i*p]	5687
1	[i*u]	5662
1	[i*o]	5647
1	[j*v]	5193
1	[j*sh]	5148
1	[e*à]	4706
1	[e*è]	4700
1	[e*ā]	4685
1	[e*ị]	4649
1	[e*u]	4638
1	[e*d]	4626
1	[e*o]	4623
1	[y*gw]	3116
1	[y*Ọ]	3110
1	[-y]	3072
1	[a*ī]	2697
1	[a*ụ̀]	2660
1	[a*è]	2652
1	[a*-]	2611
1	[a*e]	2569
1	[n*ù]	2181
1	[n*à]	2146
1	[n*r]	2075
1	[n*l]	2074
1	[n*ụ]	2062
1	[n*b]	2061
1	[+ị̀]	135
1	[+á]	105
1	[+th]	67
1	[+w]	24
1	[+i]	11
1	[+n]	4

6.06667,7.01667	6.01735,6.9134

6.06667,7.01667	6.05,7.58333
1	[à*Ọ]	50214
1	[ā*i]	39435
1	[ā*e]	39433
1	[ā*n]	39428
1	[u*ù]	15493

6.06667,7.01667	6.05314,6.86476

6.06667,7.01667	6.06667,7.01667

6.06667,7.01667	6.08333,7
2	[gh*d]	20498
2	[u*o]	15375
2	[b*kp]	6685
2	[b*k]	6675
1	[ḿ*O]	82992
1	[í*i]	77323
1	[ī*ọ]	70165
1	[ī*e]	70153
1	[m̄*y]	69638
1	[ị̀*u]	69150
1	[ū*ị]	67625
1	[ū*kw]	67601
1	[ū*ụ]	67598
1	[ō*ụ]	66062
1	[ē*ị]	65065
1	[ē*ọ]	65045
1	[ē*o]	65039
1	[ò*I]	60982
1	[ụ̄*e]	60425
1	[ọ́*h]	59412
1	[á*o]	53775
1	[á*a]	53765
1	[à*M]	50222
1	[à*ọ]	50197
1	[à*o]	50191
1	[à*ụ]	50190
1	[à*i]	50187
1	[ó*o]	49167
1	[è*ụ]	47118
1	[é*e]	46601
1	[J*ny]	43024
1	[ā*ọ]	39445
1	[n̄*gw]	31276
1	[K*w]	27160
1	[s*z]	21539
1	[s*h]	21524
1	[ị*i]	21003
1	[ị*e]	21001
1	[ị*a]	20997
1	[-ị]	20992
1	[gh*ph]	20589
1	[gh*ny]	20496
1	[gh*i]	20491
1	[gh*j]	20490
1	[gh*e]	20489
1	[t*hw]	19059
1	[t*s]	18986
1	[t*nw]	18980
1	[nw*s]	18474
1	[nw*kp]	18461
1	[nw*g]	18444
1	[N*M]	17454
1	[f*p]	16439
1	[gb*m]	15897
1	[gb*n]	15876
1	[u*N]	15394
1	[u*gb]	15391
1	[kp*s]	14890
1	[kp*m]	14873
1	[kp*n]	14852
1	[r*m]	13849
1	[l*kp]	13341
1	[l*k]	13331
1	[w*m]	12313
1	[ch*m]	11801
1	[ọ*e]	10761
1	[ọ*a]	10757
1	[h*kw]	10257
1	[k*m]	9753
1	[k*ch]	9751
1	[d*O]	9264
1	[d*w]	9240
1	[d*E]	9238
1	[kw*kp]	8733
1	[kw*w]	8728
1	[kw*ch]	8727
1	[-o]	7680
1	[b*bhh]	6734
1	[b*w]	6680
1	[-b]	6656
1	[g*z]	6179
1	[g*gb]	6175
1	[j*m]	5145
1	[y*ny]	3088
1	[a*ụ]	2574
1	[a*i]	2571
1	[-n]	2048
1	[+n]	4

6.06667,7.01667	6.08333,7.01667
7	[é*e]	46601
6	[e*è]	4700
5	[á*a]	53765
5	[a*à]	2658
5	[+à]	98
4	[í*i]	77323
4	[ọ́*ọ]	59413
3	[í*o]	77327
3	[ị*à]	21090
2	[ń*ọ]	54805
2	[á*ụ]	53774
2	[ụ́*ụ]	48654
2	[ā*ụ̄]	39542
2	[ị*ụ̄]	21110
2	[ị*a]	20997
2	[N*à]	17506
2	[N*ọ]	17429
2	[ọ*ọ̀]	10846
2	[ọ*ā]	10829
2	[k*f]	9760
2	[o*à]	7778
2	[a*ì]	2657
1	[̄*5]	96469
1	[ḿ*a]	82949
1	[ị́*ī]	82057
1	[ị́*è]	82012
1	[ú*u]	78366
1	[ú*e]	78345
1	[í*ụ̀]	77412
1	[í*e]	77321
1	[ī*e]	70153
1	[ị̀*u]	69150
1	[-ù]	68096
1	[ū*n]	67588
1	[ē*ā]	65101
1	[ụ̄*e]	60425
1	[ọ́*ē]	59519
1	[ọ́*ị]	59433
1	[ọ́*a]	59397
1	[hw*y]	58886
1	[ń*ị]	54825
1	[ń*a]	54789
1	[á*ọ]	53781
1	[ụ̀*ì]	51297
1	[ụ̀*ụ]	51214
1	[ǹ*ị̀]	50823
1	[à*-]	50227
1	[à*u]	50206
1	[à*ụ]	50190
1	[à*e]	50185
1	[ì*u]	49694
1	[ó*o]	49167
1	[ó*i]	49163
1	[ụ́*ị]	48681
1	[é*ọ̄]	46722
1	[é*n]	46596
1	[6*0]	44798
1	[J*i]	43019
1	[ā*n]	39428
1	[n̄*kp]	31261
1	[Ụ*ụ̀]	28772
1	[K*th]	27203
1	[K*g]	27148
1	[D*jy]	25889
1	[Ị*P]	25150
1	[O*ò]	24695
1	[O*è]	24668
1	[M*m̀]	23665
1	[A*ọ̀]	23134
1	[A*o]	23055
1	[gw*gb]	22559
1	[gw*ch]	22551
1	[gw*a]	22533
1	[s*j]	21514
1	[ị*ị̀]	21127
1	[ị*ọ̄]	21122
1	[ị*ụ̀]	21092
1	[ị*e]	21001
1	[-ị]	20992
1	[gh*t]	20517
1	[gh*d]	20498
1	[gh*e]	20489
1	[G*ị]	20009
1	[Ọ*à]	19554
1	[Ọ*ọ̀]	19550
1	[t*v]	19017
1	[t*p]	18999
