Coordinates:	5.3999,7.0167
1	b%ị%à%r%à%
1	b%ị%à%a%
1	b%ị%ā%
1	b%ị%a%n%ụ̄%
1	b%ù%r%ù%
1	b%ù%r%u%h%a%
1	b%ì%r%ù%
1	b%ì%
1	b%è%
1	b%à%r%ị%à%r%à%
1	b%à%r%a%kw%a%
1	b%à%r%a%
1	b%à%ny%e%
1	b%à%
1	b%ū%r%ū%
1	b%ū%
1	b%u%t%e%
1	b%u%r%ù%
1	b%u%p%ụ̀%t%a%
1	b%u%
1	b%o%u%n%d%a%ry%
1	b%i%g%e%kw%a%
1	b%i%
1	b%ē%k%e%ē%
1	b%ē%
1	b%e%l%i%i%v%
1	b%e%c%a%u%s%e%
1	b%a%i%g%a%
1	b%'%
1	ā%w%ụ̄%h%ụ̀%
1	ā%th%ọ̄%
1	ā%ny%ị̄%
1	ā%m%ụ̄%b%ā%
1	ā%m%a%
1	ā%kp%ọ̄%
1	ā%kp%ọ̀%
1	ā%kp%ā%
1	ā%j%ụ̄%ọ̄%
1	ā%j%ụ%
1	ā%gw%ọ%
1	ā%gb%ọ̄%
1	ā%gb%ā%t%ị%
1	ā%gb%ā%k%ọ̄%
1	ā%f%ị%ā%
1	ā%b%ụ̄%
1	ā%b%ị̄%a%z%i%ē%
1	a%ṅ%ụ%ọ%
1	a%ñ%ụ̄%
1	a%à%y%ị%
1	a%zh%ụ̄%
1	a%z%ụ̄%t%ā%
1	a%z%ụ%r%ụ%
1	a%z%ọ̀%r%ọ̀%
1	a%z%à%
1	a%z%i%r%i%z%i%
1	a%y%ì%
1	a%y%h%i%
1	a%y%a%
1	a%w%ụ̄%h%ụ%
1	a%w%ụ̄%b%ū%ọ̄%n%ā%
1	a%w%ụ̄%
1	a%w%ụ̀%
1	a%w%a%s%a%a%
1	a%w%a%
1	a%t%ụ%m%à%
1	a%t%ụ%f%ụ̀%
1	a%t%ā%p%a%r%a%
1	a%t%a%
1	a%s̃%ị%s̃%a%
1	a%s%ụ̀%s%ụ%
1	a%s%ụ̀%r%ụ̀%
1	a%s%ụ%ch%a%a%
1	a%s%ị̄%
1	a%s%ị%
1	a%s%i%
1	a%s%ā%
1	a%s%a%à%
1	a%s%a%p%ụ%
1	a%r̃%ọ̀%
1	a%r%ụ̄%
1	a%r%ọ̄%
1	a%r%ā%
1	a%p%ụ̀%t%à%
1	a%p%ụ̀%t%a%sh%ị%
1	a%p%ụ̀%t%a%ch%a%
1	a%p%ụ̀%t%a%
1	a%p%à%s%à%sh%ị̀%r%ị̀%
1	a%p%a%a%
1	a%n̄%ụ̄%
1	a%n̄%ụ%
1	a%ny%ị̄%
1	a%n%ụ̄%
1	a%n%ụ̀%kw%à%à%r%à%
1	a%n%ọ̀%ch%a%
1	a%n%ọ̀%
1	a%n%ọ%r%ụ̀%h%à%a%l%a%
1	a%n%ọ%
1	a%n%à%h%ā%
1	a%n%à%
1	a%n%a%m̄%b%ā%r%ā%
1	a%n%a%-%
1	a%n%a%
1	a%m%à%g%e%l%e%
1	a%m%à%
1	a%m%ā%r̃%ā%r%a%
1	a%m%ā%r%a%
1	a%m%a%sh%i%ch%a%
1	a%m%a%s%a%sh%ị%a%
1	a%m%a%ch%a%a%
1	a%l%ọ̄%
1	a%l%a%à%k%ị%
1	a%l%a%à%k%i%
1	a%l%a%
1	a%kw%ụ̀%
1	a%kw%a%ị%kp%ọ̄%
1	a%kw%a%r̃%à%n%ụ̀%
1	a%kp%ụ̄%r%ụ̄%
1	a%kp%ọ̄%gw%e%r%e%n%u%m̄%
1	a%kp%ọ̀%
1	a%kp%ọ%ọ%
1	a%kp%ị%r%ị%kp%ọ%
1	a%kp%a%s%a%sh%ị%a%
1	a%kp%a%
1	a%kh%ụ̀%kh%ụ%
1	a%kh%ụ%kh%ụ%
1	a%kh%ụ%
1	a%kh%ā%
1	a%k%ụ̄%r%ụ%n%ụ%
1	a%k%ụ%w%a%sh%ị%ch%a%a%
1	a%k%ụ%r̃%ụ%
1	a%k%ụ%a%ny%à%
1	a%k%ọ̄%
1	a%k%ọ̀%ọ%
1	a%k%ọ̀%y%ị%g%a%
1	a%k%ọ̀%w%à%r%à%
1	a%k%ọ̀%
1	a%k%ọ%
1	a%k%ị̄%
1	a%k%à%
1	a%k%i%
1	a%k%ā%h%ā%
1	a%k%a%w%ụ%
1	a%k%a%d%ụ%
1	a%k%a%ch%a%
1	a%j%à%
1	a%h̀%ụ̀%h%a%r̃%a%
1	a%hw%ụ̄%
1	a%hw%ụ%ọ%
1	a%h%ụ̄%r%ụ̄%
1	a%h%ụ̀%kw%a%n%ụ̀%
1	a%h%ụ̀%h̃%a%r̃%a%
1	a%h%ụ̀%h%a%r%a%n%ụ̄%
1	a%h%ụ%ọ%
1	a%h%ị̀%h%ị̀%a%r%ā%
1	a%h%ị%a%r%ā%
1	a%h%à%i%sh%ị%a%
1	a%h%i%h%ị%a%
1	a%h%ā%
1	a%gw%ụ̄%
1	a%gw%ọ̄%r%ọ̄%
1	a%gw%ọ%
1	a%gw%ā%gh%ị̄%
1	a%gh%ọ̀%b%a%z%i%e%
1	a%gh%ị̀%r%ị̀%gh%ị̀%
1	a%gh%ị̀%r%ị%gh%a%
1	a%gh%ā%gh%ī%
1	a%gb%ụ%gb%a%
1	a%gb%à̀%a%n%ụ̀%
1	a%gb%ā%
1	a%gb%a%ch%a%
1	a%gb%a%a%
1	a%g%ụ%ụ̄%
1	a%g%ụ%p%ụ̀%s%a%
1	a%g%ụ%
1	a%g%à%a%
1	a%g%à%-%è%kh%e%
1	a%g%à%-%è%j%i%
1	a%g%à%-%à%r̃%ụ%s%a%
1	a%g%ā%ā%
1	a%g%a%gh%ī%
1	a%g%a%b%a%
1	a%g%a%
1	a%fw%o%r%o%
1	a%d%ị%
1	a%d%à%w%u%
1	a%d%à%
1	a%ch%ọ%
1	a%ch%à%r%a%l%a%
1	a%bhh%ị%bhh%ị%a%
1	a%bhh%à%
1	a%b%ụ̀%ọ%
1	a%b%ụ%ọ%
1	a%b%ụ%b%ụ̀%r%ụ̀%
1	a%b%ụ%b%ọ̀%
1	a%b%ụ%
1	a%b%ọ%
1	a%b%à%t%a%
1	a%b%à%a%g%e%
1	a%a%ə%
1	a%a%n%à%-%è%nw%e%
1	a%-%
1	-%-%-%-%-%-%-%-%-%-%ọ%k%à%
1	(%w%e%l%l%)%
1	(%s%o%
1	(%c%r%a%y%f%i%sh%)%
1	(%b%u%t%)%
1	(%b%e%k%e%e%)%e%t%u%ch%à%r%à%

Coordinates:	5.71795,7.08217
47.1157	n%'%
32.7075	y%ā%
29.3206	a%
28.1796	e%
26.3379	n%à%
24.7723	i%h%e%
22.3673	m%
18.8422	y%a%
15.776	w%ụ%
15.5868	ọ%
15.21	nw%e%e%
12.4	o%
12.219	w%ụ̀%
10.4735	a%hw%ụ̀%
9.68843	nw%ē%r%ē%
9.11565	nw%è%r%è%
9.10567	k%à%
8.3746	n%d%ị%
7.9619	n%ọ̀%
7.54422	g%ị%
7.44218	w%ụ̄%
7.17234	e%w%u%
7.07075	à%hw%ụ%
6.92653	i%m%e%
6.87619	à%
6.67664	a%k%ā%
6.55782	g%à%
6.50567	a%y%ị%
6.37642	ǹ%k%è%
5.71383	nw%e%r%e%
5.69796	i%sh%i%
5.61905	n%d%ụ%
5.52018	n%a%-%
5.33696	ị%
5.2449	ò%
5.10249	(%th%e%n%)%
5.04989	m%m%a%d%ụ̀%
4.97959	è%nw%e%
4.74331	ǹ%k%e%
4.58639	a%k%a%
4.51429	n%à%-%à%kp%ọ%
4.34603	n%k%e%
4.32562	e%nw%è%r%è%
4.17823	à%b%ụ%ọ̄%
4.02449	ǹ%d%e%è%w%o%
3.99773	è%
3.87075	m%à%
3.78639	i%h%u%
3.76644	ǹ%g%à%
3.74694	a%n%à%
3.63673	ụ%kw%ụ%
3.62812	e%b%e%
3.50204	a%f%ọ̄%
3.45578	h%a%
3.44218	n%a%
3.33787	nw%a%
3.29932	ụ%kw%ụ̄%
3.26077	b%ị%a%
3.239	a%kp%ọ%
3.2381	a%b%ị%a%
3.17914	m̀%gb%è%
3.10748	à%kp%ọ%
3.0898	o%b%ì%
3.08844	a%ny%a%
3.07937	à%l%à%
3.07075	(%th%e%n%
3.02948	o%l%u%
2.97143	i%ch%è%
2.94694	d%ị̀%
2.94331	h%ụ%ụ%
2.88707	u%m%e%j%ī%
2.86531	a%n%ọ̀%
2.83265	è%l%ò%
2.81088	h%ụ%
2.80544	i%m%ē%
2.8	e%w%ū%
2.72336	ọ̀%
2.70385	m%kp%ụ%r%ụ%
2.67211	d%ị%
2.60952	e%j%ì%
2.60091	m̄%
2.59637	e%nw%ē%r%ē%
2.54286	ọ̀%k%ụ%k%ọ̀%
2.45306	ọ%n%ụ̄%
2.43265	a%t%ụ%r%ụ̄%
2.41633	ǹ%k%e%è%
2.37687	g%a%
2.35238	è%m%e%
2.3483	a%h%à%
2.32109	i%k%e%
2.30794	n%kw%ụ̄%
2.25986	i%j%ī%
2.24127	à%gb%à%
2.22449	n%k%è%
2.2195	ì%k%ù%k%ù%
2.18866	d%ị%k%à%
2.16463	n%n%e%
2.16327	a%kw%a%r%à%
2.15964	n%kw%ụ%
2.14694	nw%e%kw%e%
2.1415	nw%ē%ē%
2.11973	e%l%ū%
2.11565	à%g%a%
2.10476	ọ%kp%ụ%kp%ụ%
2.10204	a%m%ụ̀%
2.10159	ụ%l%ọ̀%
2.09388	m%m%
2.08707	i%kp%ù%
2.04535	à%kp%ị%r%ị̄%
2.04082	e%r%i%r%i%
2.03991	j%ì%
2.03265	e%z%ē%
2.0254	n%t%ì%
2.01088	u%sh%ì%
2.00952	i%m%ī%
2.00726	a%f%ọ%
2.00408	m̀%
1.98413	u%kw%ù%
1.9542	sh%ì%r%ì%
1.93197	à%s%ụ%
1.93152	gb%à%s%a%r%a%
1.92426	n%gw%a%
1.89887	k%ọ%
1.89524	e%t%u%à%
1.87256	a%h%a%a%
1.87166	ụ%m%ụ̀%
1.83991	ọ%r%ụ%
1.82449	n%d%ị%à%
1.82177	o%ny%e%
1.81905	ọ%b%à%
1.79864	è%j%i%
1.77823	w%ụ%gh%ị̄%
1.77415	th%e%n%
1.76735	a%m%a%ì%gb%ò%
1.7619	n%g%a%
1.75556	m%ọ̀%
1.74558	g%i%
1.73741	ǹ%g%ụ̀%
1.71927	i%r%e%
1.70567	b%ū%
1.70476	nw%e%gh%ị̄%
1.7034	ụ%z%ọ̀%
1.70113	ụ%t%à%r%à%
1.68662	a%n%a%
1.68118	ā%kp%ị̄%r%ị̄%
1.67483	a%h%a%
1.64853	à%hw%ụ̀%
1.6449	ọ̀%z%ọ%
1.61361	e%t%u%
1.60045	i%
1.59683	a%n%ụ%
1.57506	n%à%-%è%nw%e%
1.56689	e%l%u%
1.55329	à%kp%ọ̀%
1.54966	y%à%
1.53152	a%kp%ọ̀%
1.53061	ā%z%ụ̄%
1.52245	m̄%kp%ị̄%
1.51927	a%k%ụ̀%k%ụ̀%
1.47483	à%n%ụ%
1.44263	ē%
1.41542	e%sh%ì%
1.39592	nw%ē%kw%ē%r%ē%
1.3873	w%ụ%kw%ā%
1.34739	n%è%
1.33832	à%l%a%
1.3093	r%ụ̀%
1.28571	m̀%gb%e%
1.28163	i%g%ù%
1.27664	e%k%ò%
1.27619	è%kp%è%
1.2449	u%m%ē%
1.2449	e%k%ù%
1.22676	ī%sh%ī%
1.22494	ọ%k%ụ%k%ọ̀%
1.21497	à%r%ị̀%r%ị̀%
1.21406	gw%a%
1.20317	a%h%ị%h%ị%a%
1.18503	n%r%ī%
1.17506	è%t%ù%
1.17324	a%n%ā%gh%ị̄%
1.16871	è%ny%e%
1.13968	à%z%ụ%
1.12698	ù%m%e%j%ī%
1.12109	e%kw%e%
1.10612	a%m%ā%
1.0839	ọ̀%z%à%
1.07937	m%gb%ù%gb%è%r%è%ọ%n%ụ̄%
1.07891	a%h%ị%a%h%ị%a%
1.07075	è%b%ù%l%è%
1.06168	n%i%ī%l%ē%
1.0517	à%h%ụ%
1.05034	o%k%e%
1.04898	ò%l%ù%l%ù%
1.04762	o%b%è%
1.04172	a%ny%ā%
1.039	a%hw%ụ%
1.0381	ā%n%ọ̄%
1.03719	a%t%ụ%l%ụ̄%
1.03447	ch%ē%r%ē%
1.03175	m̀%kp%ọ̀%l%ọ̀%gw%ụ̀%
1.03084	m%kp%a%r%a%a%n%ụ̀%
1.02721	a%k%ā%r%ā%k%ā%
1.0263	o%gb%è%
1.02449	ọ%d%ụ̀%
1.02268	w%è%sh%i%a%
1.02177	a%k%à%r%a%k%ā%
1.02041	a%g%ị̀%r%ị̀%g%à%
1.01995	o%kp%ò%r%ò%
1.01995	a%n%ụ̀%
1.01905	a%y%i%
1.01905	a%k%à%
1.01633	o%v%è%
1.01451	ǹ%t%ị̀%
1.01451	g%ị̄%
1.01361	n%n%ụ̀%n%n%ụ̀%
1.01361	a%b%ụ̄%
1.0127	o%b%i%
1.0127	n%ọ̀%kw%à%
1.0127	a%m%a%
1.0127	a%gh%ị̀%r%ị̀%gh%à%
1.00998	n%ọ̀%z%ì%
1.00952	ù%v%u%
1.00907	m̀%kp%ọ̀%l%ọ%gw%ụ̀%
1.00907	m%b%ọ%
1.00816	n%ch%à%
1.00816	m̀%p%ụ̀%t%a%à%l%à%
1.00816	i%sh%i%k%ọ̄%
1.00726	ọ̀%kp%a%
1.00726	nw%e%ē%
1.00635	a%g%ị̀%r%ị̀%g%ā%
1.00544	ọ%b%a%
1.00544	e%zh%ē%
1.00454	n%r%i%
1.00454	e%w%ù%
1.00454	a%z%ị%z%ị%à%
1.00408	à%kp%a%
1.00363	ù%bh%u%
1.00363	à%s%ọ%
1.00363	n%a%gh%ị̄%
1.00363	m̀%kp%ị%sh%ì%
1.00363	m%m%ī%r%ī%
1.00363	j%i%
1.00363	a%kw%ụ%kw%ọ̄%
1.00272	ò%kp%o%
1.00272	à%kp%ị%r%ị%
1.00272	m%kp%ụ%r%ụ%a%k%à%
1.00272	i%sh%i%sh%ì%
1.00272	d%ị̀%k%à%
1.00272	a%f%ọ̀%
1.00272	a%a%a%
1.00181	ọ%nw%a%
1.00181	à%ny%ị%ny%ā%
1.00181	à%kp%à%
1.00181	ǹ%t%ì%
1.00181	ǹ%g%ị%r%ị%
1.00181	i%kh%à%
1.00181	i%b%e%
1.00181	g%a%f%è%e%
1.00091	ù%bh%e%
1.00091	è%m%
1.00091	è%b%ù%l%à%
1.00091	n%ọ̄%
1.00091	m̀%p%ì%
1.00091	m̀%kp%à%a%b%ụ̀%
1	ụ̄%kw%ụ̄%
1	ụ̄%f%ọ̄%d%ụ̄%kw%ā%n%ụ̄%
1	ụ̀%n%ọ%gh%ị̀%
1	ụ̀%b%ọ%sh%ị%
1	ụ%n%ụ̀%
1	ụ%m%ụ̀%a%z%ị̀%
1	ụ%m%ụ̀%a%n%ụ%m%à%
1	ụ%kw%ụ%n%ụ%
1	ụ%kw%ā%
1	ụ%k%ọ̄%
1	ụ%a%
1	ụ%
1	ọ̄%z%ō%
1	ọ̄%n%ụ̄%
1	ọ̄%
1	ọ̀%z%ọ%n%ụ̄%
1	ọ̀%z%a%
1	ọ̀%t%ụ%t%ụ%
1	ọ̀%g%à%
1	ọ̀%bhh%à%r%à%
1	ọ̀%b%ụ%gh%ị̄%
1	ọ%ọ̄%
1	ọ%ọ%
1	ọ%z%a%
1	ọ%w%ụ̀%
1	ọ%r̃%ụ%
1	ọ%r̃%ū%
1	ọ%r̃%u%
1	ọ%r%ụ̀%
1	ọ%n%ụ%
1	ọ%kw%à%
1	ọ%k%ụ̀%k%ụ̄%
1	ọ%k%ụ%
1	ọ%h%ị%a%
1	ọ%d%ị̀%m%m%ā%
1	ọ%b%à%a%k%ā%
1	ọ%b%ā%
1	ị̀%
1	ị%s%ụ̄%
1	ị%kp%ù%
1	ị%gb%a%d%à%z%i%e%
1	ị%g%à%
1	̄%
1	ù%m%e%j%i%
1	ù%m%e%
1	ò%r%i%
1	ò%nw%e%
1	ò%l%e%kw%ā%n%ụ̄%
1	ò%l%e%ē%
1	ò%l%e%
1	ò%kp%ù%r%ù%
1	ò%h%ọ%
1	ì%sh%ì%
1	ì%sh%i%sh%ì%
1	ì%ry%i%
1	ì%k%ù%
1	ì%h%e%
1	ì%gb%ò%
1	ì%gb%à%
1	ì%ch%è%
1	ì%
1	è%è%
1	è%w%ụ%
1	è%t%o%z%ù%
1	è%sh%ì%
1	è%sh%i%
1	è%nw%è%r%è%
1	è%nw%e%e%
1	è%m%e%sh%i%
1	è%l%ù%l%ò%
1	è%l%o%
1	è%l%i%p%ū%
1	è%kw%u%
1	è%kp%e%p%ụ̀%t%a%
1	è%k%è%l%e%
1	è%hw%ụ̀%
1	è%h%a%a%
1	è%gb%u%r%u%
1	è%d%e%b%e%r%e%
1	è%ch%e%
1	à́%gw%à%
1	à%ṅ%ụ%
1	à%z%ụ̀%
1	à%z%u%
1	à%y%ị%
1	à%w%ụ%
1	à%t%ọ%
1	à%s̃%ụ%
1	à%s%a%a%
1	à%s%a%
1	à%m%m̀%m̀%
1	à%m%a%sh%i%
1	à%kp%a%gh%a%r%ị%ị%
1	à%k%ụ̀%k%ụ̀%
1	à%j%ọ%
1	à%hw%ụ%kw%a%
1	à%hw%ụ%a%ny%ā%
1	à%h%ụ%ụ%
1	à%h%ụ%n%ụ%
1	à%h%h%à%
1	à%h%a%p%ụ̄%
1	à%h%a%
1	à%gw%à%
1	à%gw%a%
1	à%g%ụ%
1	à%g%ị%r%ị%
1	à%g%a%f%è%e%
1	à%d%ị%
1	à%d%ṅ%
1	à%d%à%
1	à%ch%ụ%
1	à%b%ọ̀%w%a%
1	à%b%ọ%ụ̄%
1	à%b%ị%a%n%ụ%
1	z%ù%r%ù%
1	z%ā%w%ā%
1	y%e%s%
1	w%ụ%z%i%
1	w%ụ%sh%ì%e%
1	w%è%t%è%
1	w%è%t%e%
1	w%è%sh%e%
1	w%è%r%è%
1	w%u%l%ù%ù%
1	w%e%sh%i%a%
1	w%e%g%a%r%a%
1	w%e%e%k%s%
1	ū%t%ù%
1	ū%m%e%j%ī%
1	u%t%ù%
1	u%t%u%
1	u%j%ù%
1	th%a%n%k%
1	t%ō%
1	t%i%m%e%s%)%
1	sh%ì%
1	sh%ī%
1	s%ụ̄%
1	s%o%
1	s%i%t%e%
1	r%ụ̄%
1	r%ụ̀%kw%à%
1	r%ụ%kw%a%
1	r%ị̀%t%a%y%ā%m%ē%n̄%t%ì%
1	p%ụ̀%t%à%r%à%
1	ō%w%ụ̄%l%à%
1	ō%t%ū%
1	ō%l%ē%gb%ò%
1	o%v%ē%
1	o%t%ù%w%è%
1	o%t%ù%
1	o%t%u%
1	o%sh%i%sh%i%
1	o%r%)%
1	o%r%
1	o%p%
1	o%o%o%
1	o%o%
1	o%m%è%ch%i%kw%a%n%ụ%
1	o%l%u%h%ù%
1	o%kw%e%n%d%ò%
1	o%kp%u%kp%u%
1	o%kp%o%k%i%r%i%kp%ō%
1	o%kp%o%k%i%r%i%kp%o%
1	o%kp%o%k%i%r%i%
1	o%k%è%ny%è%
1	o%k%è%
1	o%k%ē%
1	o%k%e%y%
1	o%gb%ē%
1	o%g%o%l%o%g%o%
1	o%b%ī%
1	n̄%r%ī%
1	n̄%k%ē%
1	n̄%g%ā%
1	n̄%d%ụ̄%
1	ǹ%z%è%
1	ǹ%t%ị%
1	ǹ%kp%à%
1	ǹ%k%e%à%
1	ǹ%gh%à%r%à%
1	ǹ%g%ị̄%n%ị̄%
1	ǹ%g%à%r%à%
1	ǹ%g%a%a%
1	ǹ%g%a%
1	ǹ%d%a%
1	nw%è%sh%i%r%i%
1	nw%è%r%è̀%
1	nw%è%kw%à%r%à%
1	nw%è%
1	nw%o%k%ē%
1	nw%ē%t%ē%
1	nw%ē%kw%ā%r%ā%
1	nw%e%r%ē%
1	nw%e%kw%e%r%e%
1	nw%e%kw%e%n%a%
1	nw%e%kw%a%
1	nw%e%e%kw%e%
1	nw%e%
1	nw%a%à%y%ị̀%
1	nw%a%à%ny%ị̀%
1	nw%a%t%à%k%ị̀%r%ị̀%
1	nw%a%n̄%n%ē%
1	nw%a%m̄%kp%ị̄%
1	nw%a%ā%
1	n%ụ%
1	n%ọ̄%kw%ā%n%ụ̄%
1	n%ọ̄%kw%ā%n%ụ̀%
1	n%ọ̀%zh%ì%
1	n%ọ̀%kw%à%n%ụ̀%
1	n%ọ%
1	n%à%ị%è%kw%u%b%è%gh%ị̀%
1	n%à%kw%à%
1	n%à%-%è%r%i%
1	n%à%-%è%ny%e%
1	n%à%-%è%gb%u%t%e%r%e%
1	n%à%-%à%w%ụ%
1	n%à%-%à%s%ụ%
1	n%à%-%à%m%i%
1	n%à%-%à%kp%ọ̀%
1	n%à%-%a%gb%à%n%ụ%
1	n%à%-%
1	n%t%ị̀%
1	n%t%à%k%ị%r%ị%
1	n%t%à%
1	n%o%t%
1	n%n̄%l%ē%
1	n%k%ọ%l%ọ̀%
1	n%k%u%z%i%
1	n%k%e%ē%
1	n%k%a%l%à%
1	n%k%a%l%ā%
1	n%j%ọ̄%
1	n%i%i%l%ē%
1	n%i%i%l%e%
1	n%g%ù%
1	n%g%à%k%à%
1	n%g%à%
1	n%e%è%sh%ì%
1	n%e%w%
1	n%e%-%e%r%i%
1	n%e%
1	n%d%ṅ%n%t%à%
1	n%d%e%
1	n%ā%-%a%kp%ọ%
1	n%
1	m̄%m%ā%d%ụ̀%
1	m̄%kp%ị̄%sh%ị̄%
1	ḿ%p%ụ́%t%a%à%l%à%
1	m̀%p%ù%
1	m̀%p%è%
1	m̀%m̀%
1	m̀%kp%è%
1	m̀%b%à%l%à%k%à%
1	m%ụ̄%
1	m%ụ̀%
1	m%ụ%
1	m%ọ̀%ọ̀%w%ụ̀%
1	m%ọ̀%kw%a%n%ụ%
1	m%è%sh%i%e%ọ%n%ụ̄%
1	m%à%n%ụ̀%
1	m%à%n%à%
1	m%p%ụ%r%ụ%
1	m%m%ọ̀%
1	m%m%ā%d%ụ̀%
1	m%m%ā%
1	m%m%a%ñ%ụ%
1	m%kp%ụ%r%ụ%a%k%ā%
1	m%kp%a%r%a%n%ụ̀%
1	m%h%u%
1	m%gb%ù%gb%è%r%è%
1	m%e%e%
1	m%b%ụ̄%
1	m%b%ọ%a%k%ā%
1	m%b%ì%d%o%
1	m%a%à%z%ị%
1	m%a%m%ì%gb%ò%
1	m%a%ā%d%ụ̀%
1	m%a%a%
1	m%a%
1	l%u%n%g%s%
1	l%ē%ē%
1	l%e%e%kw%e%
1	kw%ụ̄%n%ụ̄%
1	kw%ụ%k%ọ%t%a%r%a%
1	kw%ù%o%
1	kw%ù%b%e%
1	kw%u%t%e%
1	kw%u%sh%i%e%
1	kw%u%b%è%d%ù%gh%ị̀%
1	kw%a%n%ụ%
1	kp%ị%kw%a%
1	kp%è%r%è%
1	kp%o%
1	kp%a%
1	k%ọ̀%w%a%
1	k%ọ̀%t%ụ%r%ụ%n%ụ%
1	k%ọ%w%a%
1	j%ī%
1	j%i%kw%a%n%ụ%
1	j%i%k%ọ̄%t%ā%r%ā%
1	ī%sh%ì%
1	ī%m%ī%
1	ī%m%e%
1	ī%h%e%
1	ĩ%k%ù%
1	i%sh%i%kw%a%
1	i%sh%i%k%ō%
1	i%sh%i%ē%sh%ī%
1	i%s%a%c%
1	i%s%)%
1	i%m%ē%n%ā%
1	i%m%e%e%
1	i%l%ò%
1	i%l%ē%
1	i%kp%è%r%è%
1	i%kp%è%l%è%
1	i%kh%è%
1	i%j%è%
1	i%h%ụ%
1	i%h%ū%
1	i%h%ē%
1	i%h%e%n%à%
1	i%g%u%
1	i%g%e%f%ē%
1	i%ch%è%n%ù%
1	i%ch%e%
1	i%b%ị%ā%
1	i%b%à%
1	h%ụ̄%
1	h%à%
1	h%u%
1	h%a%p%ụ̀%
1	gb%u%o%
1	gb%a%s%a%w%a%r%a%
1	g%à%f%è%kw%è%r%è%n%ụ̀%
1	g%ā%f%ē%t%è%r%è%
1	g%ā%b%ā%
1	g%a%t%ē%
1	g%a%b%a%r%a%
1	f%ọ%ọ%
1	f%ọ%r%ọ%n%ụ%
1	f%ọ%
1	f%r%o%m%)%
1	f%o%r%
1	ē%z%ē%
1	ē%w%w%ū%
1	ē%nw%ē%gh%ị̄%
1	ē%gb%ū%o%
1	e%zh%e%
1	e%z%ù%i%k%ē%
1	e%z%i%gb%o%
1	e%w%p%ụ̀%g%a%kw%a%
1	e%sh%ì%r%ì%
1	e%sh%ī%
1	e%r%l%u%
1	e%nw%è%t%e%
1	e%nw%ē%kw%ē%r%ē%
1	e%nw%ē%gh%ị̄%
1	e%nw%ē%ch%ā%gh%ị̄%
1	e%n%ū%
1	e%m%e%gh%e%
1	e%m%e%
1	e%kw%ū%l%ā%
1	e%kw%ū%
1	e%kw%e%m̀%p%ù%
1	e%kh%e%w%e%r%ē%
1	e%k%u%
1	e%j%ī%
1	e%j%i%
1	e%i%th%e%r%
1	e%hw%ụ̀%
1	e%h%i%
1	e%h%a%
1	e%h%
1	e%gb%ù%gb%e%b%è%r%è%
1	e%gb%ō%à%z%ù%
1	e%gb%ō%a%z%ù%
1	e%gb%e%
1	e%f%è%
1	e%e%w%u%
1	e%ch%i%
1	e%b%u%t%è%a%hw%ụ%
1	d%ị̄%k%à%
1	d%ị̄%
1	d%e%b%e%
1	d%ā%
1	ch%ụ̄%ọ̄%
1	ch%ụ%p%ụ̄%
1	ch%ọ̀%r%ọ̀%
1	ch%ọ%ọ%
1	ch%è%r%è%
1	b%ụ̄%
1	b%ụ%gh%ị̄%
1	b%ọ%w%à%kw%a%
1	b%ị̄%a%z%i%ē%
1	b%ị%a%kw%a%n%ụ%
1	b%ù%
1	b%ì%r%i%kw%e%
1	b%à%
1	b%u%u%
1	b%a%a%
1	ā%y%ị̄%
1	ā%y%ī%
1	ā%t%ọ̄%
1	ā%r%ụ%
1	ā%ny%ị̄%
1	ā%n%ā%gh%ị̄%
1	ā%m%ā%
1	ā%k%ā%
1	ā%hw%ụ̄%
1	ā%hw%ụ̀%
1	ā%g%ụ̄%
1	ā%f%ọ̄%
1	ā%d%ị̄%
1	a%y%ị̀%
1	a%t%u%r%ū%
1	a%s%ụ̄%
1	a%s%à%r%a%
1	a%s%à%
1	a%r̃%ụ̄%
1	a%ny%ị̄%
1	a%ny%ị̀%a%
1	a%ny%à%w%a%
1	a%n%ụ̄%l%ā%m̄%
1	a%n%ụ%m%à%n%ụ̀%
1	a%n%ọ̄%w%è%n%ù%
1	a%n%ọ̀%k%a%r%ị%
1	a%n%ọ%k%à%t%a%
1	a%n%à%-%à%kp%ọ%
1	a%l%ụ̄%
1	a%kw%ụ̀%
1	a%kw%a%e%à%
1	a%kp%ụ%sh%i%
1	a%kp%ụ%kp%ọ%
1	a%kp%ọ̄%n%ā%
1	a%kp%ọ̄%
1	a%kp%ọ̀%r%ọ̀%
1	a%kp%ọ%n%ụ%
1	a%kp%ị%r%ị%
1	a%k%ọ̄%r%ọ̄%l%ā%
1	a%k%ị%
1	a%k%à%r%a%
1	a%j%ī%
1	a%j%i%
1	a%hw%ụ̀%ọ%n%ụ̄%
1	a%hw%ụ̀%n%ụ%
1	a%h%ị%h%ị%à%
1	a%h%i%h%i%a%
1	a%gh%ị̀%r%ị%gh%a%
1	a%gb%à%l%a%
1	a%gb%à%
1	a%g%ị̀%r%ị̀%g%a%
1	a%g%ị%r%ị%g%a%
1	a%ch%ụ̄%r%ụ̄%
1	a%b%ụ%ọ̄%
1	a%b%ụ%ọ%
1	a%b%ị%a%kw%a%
1	1%9%8%4%
1	-%à%kp%ọ%
1	(%ò%ch%è%n%d%ò%)%
1	(%y%e%s%
1	(%w%i%l%l%)%
